"item1","item2","correlation"
"believe","bring",0.033033033033033
"own","responsibility",0.033033033033033
"need","begin",0.0322045462914584
"need","many",0.0322045462914584
"begin","need",0.0322045462914584
"many","need",0.0322045462914584
"bring","much",0.0316385998584166
"go","own",0.0316385998584166
"work","own",0.0316385998584166
"own","go",0.0316385998584166
"believe","go",0.0316385998584166
"go","believe",0.0316385998584166
"own","work",0.0316385998584166
"much","bring",0.0316385998584166
"own","time",0.0314530346223413
"time","own",0.0314530346223413
"hope","country",0.0310970970632391
"dream","country",0.0310970970632391
"country","hope",0.0310970970632391
"country","dream",0.0310970970632391
"believe","do",0.0310480919676471
"do","believe",0.0310480919676471
"free","be",0.0292785218743593
"be","free",0.0292785218743593
"human","people",0.028387687575088
"people","human",0.028387687575088
"heart","new",0.0280667547683482
"new","heart",0.0280667547683482
"come","work",0.0278747336669031
"work","come",0.0278747336669031
"right","free",0.0272985716259596
"free","right",0.0272985716259596
"life","end",0.0272733022767284
"life","many",0.0272733022767284
"end","life",0.0272733022767284
"many","life",0.0272733022767284
"right","new",0.0268853044205815
"right","life",0.0268853044205815
"new","right",0.0268853044205815
"life","right",0.0268853044205815
"work","new",0.0267739776300833
"new","work",0.0267739776300833
"make","today",0.0267466913575603
"today","make",0.0267466913575603
"go","have",0.0260025483746172
"have","go",0.0260025483746172
"live","let",0.025237518952569
"let","live",0.025237518952569
"day","thank",0.0249969957339313
"dream","citizen",0.0249969957339313
"help","citizen",0.0249969957339313
"thank","day",0.0249969957339313
"help","day",0.0249969957339313
"citizen","dream",0.0249969957339313
"citizen","help",0.0249969957339313
"day","help",0.0249969957339313
"need","see",0.023970582176554
"see","need",0.023970582176554
"man","many",0.0239500015732464
"many","man",0.0239500015732464
"great","end",0.023885398877081
"end","great",0.023885398877081
"right","begin",0.0206643473292689
"begin","right",0.0206643473292689
"bring","freedom",0.0204906892123385
"freedom","bring",0.0204906892123385
"end","country",0.0199594983617366
"country","end",0.0199594983617366
"heart","own",0.0198997586920142
"heart","bring",0.0198997586920142
"heart","responsibility",0.0198997586920142
"own","heart",0.0198997586920142
"bring","heart",0.0198997586920142
"responsibility","heart",0.0198997586920142
"make","year",0.0198849306212813
"year","make",0.0198849306212813
"believe","history",0.0192309114717647
"history","believe",0.0192309114717647
"see","bring",0.0189909128906295
"bring","see",0.0189909128906295
"human","great",0.0186607884456411
"stand","great",0.0186607884456411
"great","human",0.0186607884456411
"great","stand",0.0186607884456411
"stand","begin",0.0173050640172671
"human","take",0.0173050640172671
"human","many",0.0173050640172671
"take","human",0.0173050640172671
"many","human",0.0173050640172671
"begin","stand",0.0173050640172671
"human","history",0.0172099553222085
"history","human",0.0172099553222085
"live","time",0.017151170124471
"time","live",0.017151170124471
"year","free",0.0170851004585109
"free","year",0.0170851004585109
"human","go",0.0169882397145875
"stand","go",0.0169882397145875
"human","know",0.0169882397145875
"stand","know",0.0169882397145875
"go","human",0.0169882397145875
"know","human",0.0169882397145875
"go","stand",0.0169882397145875
"know","stand",0.0169882397145875
"today","world",0.0166483146699098
"world","today",0.0166483146699098
"other","world",0.0158797689113444
"world","other",0.0158797689113444
"much","thank",0.0155024786569288
"thank","much",0.0155024786569288
"go","power",0.0155024786569288
"power","go",0.0155024786569288
"dream","work",0.0155024786569288
"work","dream",0.0155024786569288
"life","world",0.0151254950135581
"world","life",0.0151254950135581
"day","much",0.0137816371765787
"go","citizen",0.0137816371765787
"work","citizen",0.0137816371765787
"know","citizen",0.0137816371765787
"much","day",0.0137816371765787
"work","day",0.0137816371765787
"citizen","go",0.0137816371765787
"citizen","work",0.0137816371765787
"day","work",0.0137816371765787
"citizen","know",0.0137816371765787
"freedom","go",0.0126989886293243
"go","freedom",0.0126989886293243
"come","end",0.0121691087147226
"end","come",0.0121691087147226
"man","year",0.0113432835820896
"year","man",0.0113432835820896
"bring","world",0.0107242074600841
"believe","nation",0.0107242074600841
"nation","believe",0.0107242074600841
"world","bring",0.0107242074600841
"do","thank",0.0103449337818393
"thank","do",0.0103449337818393
"people","own",0.00961249667880782
"own","people",0.00961249667880782
"heart","world",0.00921216123671031
"world","heart",0.00921216123671031
"build","time",0.00829852920841475
"time","build",0.00829852920841475
"need","other",0.00828741930164743
"other","need",0.00828741930164743
"need","hope",0.0081255066538318
"need","help",0.0081255066538318
"hope","need",0.0081255066538318
"help","need",0.0081255066538318
"free","end",0.00797808705735771
"end","free",0.00797808705735771
"live","place",0.00797808705735771
"place","live",0.00797808705735771
"life","own",0.00762382048370761
"own","life",0.00762382048370761
"human","new",0.00682264125139288
"new","human",0.00682264125139288
"other","begin",0.00511309992564921
"begin","other",0.00511309992564921
"good","place",0.00511309992564921
"place","good",0.00511309992564921
"build","help",0.00504686373467917
"help","build",0.00504686373467917
"stand","believe",0.00483735706765826
"stand","responsibility",0.00483735706765826
"believe","stand",0.00483735706765826
"responsibility","stand",0.00483735706765826
"heart","make",0.00399364716654741
"make","heart",0.00399364716654741
"come","free",0.0037510580648196
"free","come",0.0037510580648196
"see","thank",0.00265865315586523
"thank","see",0.00265865315586523
"help","see",0.00265865315586523
"see","help",0.00265865315586523
"have","day",0.00107507306209617
"day","have",0.00107507306209617
"day","begin",0.000668507597329058
"peace","begin",0.000668507597329058
"begin","day",0.000668507597329058
"end","day",0.000668507597329058
"peace","take",0.000668507597329058
"day","end",0.000668507597329058
"begin","peace",0.000668507597329058
"take","peace",0.000668507597329058
"hope","history",0.000628192136564091
"dream","history",0.000628192136564091
"history","hope",0.000628192136564091
"history","dream",0.000628192136564091
"good","much",0
"good","work",0
"much","good",0
"work","good",0
"believe","great",-0.00119839742403814
"great","believe",-0.00119839742403814
"history","government",-0.00157137750248959
"government","history",-0.00157137750248959
"freedom","power",-0.00295298700286024
"power","freedom",-0.00295298700286024
"need","right",-0.00318982917646232
"right","need",-0.00318982917646232
"stand","american",-0.00338324343526505
"american","stand",-0.00338324343526505
"believe","american",-0.00378053596147646
"american","believe",-0.00378053596147646
"history","other",-0.00427139858021385
"other","history",-0.00427139858021385
"come","bring",-0.0052915052678825
"bring","come",-0.0052915052678825
"need","people",-0.00530819661032583
"people","need",-0.00530819661032583
"do","begin",-0.00571221363164508
"begin","do",-0.00571221363164508
"live","people",-0.0068141353669147
"people","live",-0.0068141353669147
"have","great",-0.0068944172596166
"great","have",-0.0068944172596166
"own","free",-0.00709592580486996
"bring","free",-0.00709592580486996
"responsibility","free",-0.00709592580486996
"free","own",-0.00709592580486996
"free","bring",-0.00709592580486996
"live","bring",-0.00709592580486996
"free","responsibility",-0.00709592580486996
"bring","live",-0.00709592580486996
"stand","thank",-0.00711071523704294
"stand","power",-0.00711071523704294
"human","hope",-0.00711071523704294
"human","dream",-0.00711071523704294
"stand","help",-0.00711071523704294
"stand","build",-0.00711071523704294
"hope","human",-0.00711071523704294
"dream","human",-0.00711071523704294
"thank","stand",-0.00711071523704294
"power","stand",-0.00711071523704294
"help","stand",-0.00711071523704294
"build","stand",-0.00711071523704294
"heart","day",-0.00722354063870533
"heart","peace",-0.00722354063870533
"need","peace",-0.00722354063870533
"day","heart",-0.00722354063870533
"peace","heart",-0.00722354063870533
"peace","need",-0.00722354063870533
"right","thank",-0.00849105725764225
"thank","right",-0.00849105725764225
"free","citizen",-0.00927286371510763
"free","day",-0.00927286371510763
"citizen","free",-0.00927286371510763
"day","free",-0.00927286371510763
"peace","free",-0.00927286371510763
"free","peace",-0.00927286371510763
"build","year",-0.00984114482004555
"year","build",-0.00984114482004555
"heart","have",-0.0109032308708957
"heart","today",-0.0109032308708957
"have","heart",-0.0109032308708957
"today","heart",-0.0109032308708957
"free","country",-0.0115357519788455
"country","free",-0.0115357519788455
"human","time",-0.0116921084438734
"stand","time",-0.0116921084438734
"time","human",-0.0116921084438734
"time","stand",-0.0116921084438734
"make","take",-0.0117038371492613
"take","make",-0.0117038371492613
"work","nation",-0.0125540596192452
"nation","work",-0.0125540596192452
"know","great",-0.0126259003179762
"great","know",-0.0126259003179762
"believe","be",-0.0133625197965688
"be","believe",-0.0133625197965688
"human","other",-0.0134303827337563
"other","human",-0.0134303827337563
"good","human",-0.0134303827337563
"good","stand",-0.0134303827337563
"human","good",-0.0134303827337563
"stand","good",-0.0134303827337563
"hope","people",-0.0141299733809214
"people","hope",-0.0141299733809214
"go","free",-0.0149520434672086
"free","go",-0.0149520434672086
"stand","come",-0.0156269076979498
"come","stand",-0.0156269076979498
"world","thank",-0.015764142345718
"nation","thank",-0.015764142345718
"thank","world",-0.015764142345718
"thank","nation",-0.015764142345718
"end","much",-0.0161690416690889
"go","begin",-0.0161690416690889
"much","end",-0.0161690416690889
"work","end",-0.0161690416690889
"know","many",-0.0161690416690889
"begin","go",-0.0161690416690889
"end","work",-0.0161690416690889
"many","know",-0.0161690416690889
"have","end",-0.0163970152386956
"today","end",-0.0163970152386956
"end","have",-0.0163970152386956
"end","today",-0.0163970152386956
"peace","bring",-0.0170052364569225
"bring","peace",-0.0170052364569225
"right","history",-0.0172626518407185
"history","right",-0.0172626518407185
"take","world",-0.0176598788396827
"end","nation",-0.0176598788396827
"world","take",-0.0176598788396827
"nation","end",-0.0176598788396827
"good","see",-0.0180775381515547
"see","good",-0.0180775381515547
"great","free",-0.0186895180263351
"free","great",-0.0186895180263351
"good","day",-0.0196116135138184
"day","good",-0.0196116135138184
"history","do",-0.0196177625963505
"do","history",-0.0196177625963505
"see","country",-0.0198471046509362
"country","see",-0.0198471046509362
"human","make",-0.0213576128338104
"make","human",-0.0213576128338104
"free","thank",-0.021556817329692
"thank","free",-0.021556817329692
"dream","free",-0.021556817329692
"build","free",-0.021556817329692
"free","dream",-0.021556817329692
"free","build",-0.021556817329692
"come","thank",-0.0220385006506756
"thank","come",-0.0220385006506756
"life","history",-0.0227836628105348
"history","life",-0.0227836628105348
"bring","take",-0.0230204627758065
"believe","end",-0.0230204627758065
"end","believe",-0.0230204627758065
"take","bring",-0.0230204627758065
"human","let",-0.023339635885982
"human","do",-0.023339635885982
"stand","do",-0.023339635885982
"let","human",-0.023339635885982
"do","human",-0.023339635885982
"do","stand",-0.023339635885982
"bring","time",-0.0241946420171857
"time","bring",-0.0241946420171857
"right","man",-0.0257555803095418
"man","right",-0.0257555803095418
"work","life",-0.0267739776300833
"life","work",-0.0267739776300833
"see","begin",-0.0277296776935901
"see","many",-0.0277296776935901
"see","place",-0.0277296776935901
"begin","see",-0.0277296776935901
"many","see",-0.0277296776935901
"place","see",-0.0277296776935901
"come","go",-0.027874733666903
"go","come",-0.027874733666903
"live","see",-0.0282067972957711
"see","live",-0.0282067972957711
"see","year",-0.0290317860374931
"year","see",-0.0290317860374931
"live","stand",-0.029719041141333
"stand","live",-0.029719041141333
"good","nation",-0.0297745667087706
"nation","good",-0.0297745667087706
"life","begin",-0.0324682169961053
"begin","life",-0.0324682169961053
"stand","have",-0.0331303143733616
"have","stand",-0.0331303143733616
"peace","thank",-0.0339702762538042
"thank","peace",-0.0339702762538042
"do","citizen",-0.0340815245271201
"citizen","do",-0.0340815245271201
"good","thank",-0.03431619935383
"build","other",-0.03431619935383
"other","build",-0.03431619935383
"thank","good",-0.03431619935383
"history","free",-0.0345355804934843
"free","history",-0.0345355804934843
"heart","go",-0.0349428278907306
"heart","work",-0.0349428278907306
"go","heart",-0.0349428278907306
"work","heart",-0.0349428278907306
"many","thank",-0.0353430914963039
"help","take",-0.0353430914963039
"build","take",-0.0353430914963039
"power","end",-0.0353430914963039
"thank","many",-0.0353430914963039
"power","many",-0.0353430914963039
"dream","many",-0.0353430914963039
"help","many",-0.0353430914963039
"end","power",-0.0353430914963039
"many","power",-0.0353430914963039
"many","dream",-0.0353430914963039
"take","help",-0.0353430914963039
"many","help",-0.0353430914963039
"take","build",-0.0353430914963039
"live","right",-0.0354881431137475
"right","live",-0.0354881431137475
"responsibility","bring",-0.0360360360360361
"bring","responsibility",-0.0360360360360361
"responsibility","have",-0.0370207900495635
"have","responsibility",-0.0370207900495635
"heart","be",-0.0389076022623024
"be","heart",-0.0389076022623024
"man","begin",-0.0390042882764297
"year","end",-0.0390042882764297
"end","year",-0.0390042882764297
"man","place",-0.0390042882764297
"begin","man",-0.0390042882764297
"place","man",-0.0390042882764297
"bring","history",-0.0397438837083138
"history","bring",-0.0397438837083138
"today","free",-0.0408230795233242
"live","have",-0.0408230795233242
"free","today",-0.0408230795233242
"have","live",-0.0408230795233242
"peace","life",-0.0409578062473524
"life","peace",-0.0409578062473524
"live","year",-0.0411307974001187
"year","live",-0.0411307974001187
"man","people",-0.0428598763547925
"people","man",-0.0428598763547925
"american","begin",-0.0431493189999131
"american","end",-0.0431493189999131
"begin","american",-0.0431493189999131
"end","american",-0.0431493189999131
"see","believe",-0.0434078008928675
"believe","see",-0.0434078008928675
"see","new",-0.0436211431808664
"new","see",-0.0436211431808664
"do","power",-0.0456394137434088
"power","do",-0.0456394137434088
"heart","begin",-0.0457643552562829
"heart","place",-0.0457643552562829
"begin","heart",-0.0457643552562829
"place","heart",-0.0457643552562829
"see","time",-0.0459018860629369
"time","see",-0.0459018860629369
"heart","american",-0.0459289854261962
"american","heart",-0.0459289854261962
"hope","time",-0.0462346627325964
"dream","time",-0.0462346627325964
"help","time",-0.0462346627325964
"time","hope",-0.0462346627325964
"time","dream",-0.0462346627325964
"time","help",-0.0462346627325964
"man","history",-0.0463029157066913
"history","man",-0.0463029157066913
"go","thank",-0.0465074359707863
"hope","much",-0.0465074359707863
"thank","go",-0.0465074359707863
"much","hope",-0.0465074359707863
"freedom","free",-0.0472790816638359
"free","freedom",-0.0472790816638359
"own","thank",-0.0485571951849811
"thank","own",-0.0485571951849811
"dream","believe",-0.0485571951849811
"responsibility","hope",-0.0485571951849811
"believe","dream",-0.0485571951849811
"hope","responsibility",-0.0485571951849811
"live","free",-0.0489604292421193
"free","live",-0.0489604292421193
"do","year",-0.0492832823876115
"year","do",-0.0492832823876115
"come","take",-0.0500285580494149
"take","come",-0.0500285580494149
"go","people",-0.0506369683541833
"people","go",-0.0506369683541833
"need","world",-0.0513248983188148
"world","need",-0.0513248983188148
"human","country",-0.0524268459583981
"country","human",-0.0524268459583981
"good","come",-0.0528885885347945
"come","good",-0.0528885885347945
"make","american",-0.053109632508498
"american","make",-0.053109632508498
"place","other",-0.0536875492193159
"other","place",-0.0536875492193159
"good","other",-0.0541666666666667
"other","good",-0.0541666666666667
"man","believe",-0.054897723347015
"believe","man",-0.054897723347015
"responsibility","man",-0.054897723347015
"man","responsibility",-0.054897723347015
"human","life",-0.0559456582614216
"life","human",-0.0559456582614216
"heart","believe",-0.0563826496273737
"believe","heart",-0.0563826496273737
"see","citizen",-0.0567247506415357
"citizen","see",-0.0567247506415357
"see","much",-0.0571661950475029
"see","work",-0.0571661950475029
"much","see",-0.0571661950475029
"work","see",-0.0571661950475029
"make","thank",-0.0572879478554883
"thank","make",-0.0572879478554883
"other","great",-0.0578935736468208
"great","other",-0.0578935736468208
"time","end",-0.0581144434477975
"end","time",-0.0581144434477975
"human","begin",-0.0585075973917125
"begin","human",-0.0585075973917125
"live","end",-0.0587477319678154
"place","free",-0.0587477319678154
"free","place",-0.0587477319678154
"end","live",-0.0587477319678154
"people","free",-0.0590558398465942
"free","people",-0.0590558398465942
"right","bring",-0.0606521119061709
"bring","right",-0.0606521119061709
"end","citizen",-0.0608341913569478
"citizen","end",-0.0608341913569478
"human","see",-0.0611826405773843
"see","human",-0.0611826405773843
"build","thank",-0.0612833453496755
"thank","build",-0.0612833453496755
"work","great",-0.0631295015898808
"great","work",-0.0631295015898808
"human","american",-0.0656349226441424
"american","human",-0.0656349226441424
"heart","hope",-0.0666291545614207
"hope","heart",-0.0666291545614207
"people","thank",-0.0682948713411204
"thank","people",-0.0682948713411204
"people","nation",-0.0686555481228747
"nation","people",-0.0686555481228747
"stand","own",-0.0693354513031018
"stand","bring",-0.0693354513031018
"own","stand",-0.0693354513031018
"bring","stand",-0.0693354513031018
"year","thank",-0.0702001663829917
"thank","year",-0.0702001663829917
"man","work",-0.0705345615858598
"work","man",-0.0705345615858598
"live","good",-0.0709237695453302
"good","live",-0.0709237695453302
"live","believe",-0.0723784432096736
"believe","live",-0.0723784432096736
"right","power",-0.0735891628995663
"power","right",-0.0735891628995663
"heart","citizen",-0.0736801145147938
"citizen","heart",-0.0736801145147938
"live","go",-0.0747602173360428
"live","work",-0.0747602173360428
"go","live",-0.0747602173360428
"work","live",-0.0747602173360428
"go","time",-0.0764719112901873
"time","go",-0.0764719112901873
"peace","believe",-0.0771776116121866
"believe","peace",-0.0771776116121866
"great","thank",-0.0792717638325938
"thank","great",-0.0792717638325938
"american","power",-0.0796536562181273
"power","american",-0.0796536562181273
"stand","hope",-0.0797980265490373
"hope","stand",-0.0797980265490373
"work","take",-0.0808452083454443
"know","end",-0.0808452083454443
"work","many",-0.0808452083454443
"take","work",-0.0808452083454443
"many","work",-0.0808452083454443
"end","know",-0.0808452083454443
"stand","make",-0.0809000486129185
"make","stand",-0.0809000486129185
"see","great",-0.0844476375866473
"great","see",-0.0844476375866473
"many","government",-0.0846461532005948
"government","many",-0.0846461532005948
"stand","let",-0.0846895359291348
"let","stand",-0.0846895359291348
"live","thank",-0.0855318881145846
"thank","live",-0.0855318881145846
"live","heart",-0.0862070024457496
"heart","live",-0.0862070024457496
"stand","peace",-0.0906066675778787
"peace","stand",-0.0906066675778787
"heart","history",-0.0920370647006034
"history","heart",-0.0920370647006034
"work","american",-0.0929376417440887
"american","work",-0.0929376417440887
"own","begin",-0.0936165486216132
"responsibility","end",-0.0936165486216132
"begin","own",-0.0936165486216132
"bring","place",-0.0936165486216132
"place","bring",-0.0936165486216132
"end","responsibility",-0.0936165486216132
"right","world",-0.0939739357702456
"world","right",-0.0939739357702456
"human","have",-0.094090092820347
"human","today",-0.094090092820347
"have","human",-0.094090092820347
"today","human",-0.094090092820347
"own","much",-0.0949157995752499
"much","own",-0.0949157995752499
"believe","world",-0.098901024354109
"world","believe",-0.098901024354109
"time","thank",-0.100767854673608
"thank","time",-0.100767854673608
"let","thank",-0.101623761268657
"thank","let",-0.101623761268657
"man","take",-0.101958578126106
"take","man",-0.101958578126106
"good","history",-0.102513565925132
"history","good",-0.102513565925132
"begin","thank",-0.104525313148643
"place","thank",-0.104525313148643
"thank","begin",-0.104525313148643
"hope","begin",-0.104525313148643
"hope","take",-0.104525313148643
"hope","end",-0.104525313148643
"thank","place",-0.104525313148643
"begin","hope",-0.104525313148643
"take","hope",-0.104525313148643
"end","hope",-0.104525313148643
"go","other",-0.105409255338946
"other","go",-0.105409255338946
"work","thank",-0.108517350598501
"know","thank",-0.108517350598501
"thank","work",-0.108517350598501
"hope","work",-0.108517350598501
"work","hope",-0.108517350598501
"thank","know",-0.108517350598501
"believe","new",-0.109274760266476
"new","believe",-0.109274760266476
"freedom","thank",-0.111622908708116
"thank","freedom",-0.111622908708116
"heart","nation",-0.11186195787434
"nation","heart",-0.11186195787434
"today","thank",-0.11246600238571
"thank","today",-0.11246600238571
"good","begin",-0.112488198364281
"other","end",-0.112488198364281
"end","other",-0.112488198364281
"begin","good",-0.112488198364281
"american","free",-0.113749312666122
"free","american",-0.113749312666122
"right","end",-0.115129935120212
"end","right",-0.115129935120212
"believe","thank",-0.116242982412531
"responsibility","thank",-0.116242982412531
"believe","power",-0.116242982412531
"thank","believe",-0.116242982412531
"power","believe",-0.116242982412531
"hope","believe",-0.116242982412531
"believe","hope",-0.116242982412531
"thank","responsibility",-0.116242982412531
"heart","other",-0.118786343323613
"other","heart",-0.118786343323613
"heart","year",-0.122740916882973
"year","heart",-0.122740916882973
"government","thank",-0.123237869146159
"thank","government",-0.123237869146159
"need","end",-0.123733256804024
"heart","many",-0.123733256804024
"many","heart",-0.123733256804024
"end","need",-0.123733256804024
"freedom","begin",-0.125046260068424
"begin","freedom",-0.125046260068424
"live","take",-0.125473550992989
"many","free",-0.125473550992989
"free","many",-0.125473550992989
"take","live",-0.125473550992989
"new","thank",-0.125764094081751
"life","thank",-0.125764094081751
"thank","new",-0.125764094081751
"thank","life",-0.125764094081751
"hope","thank",-0.12761355443403
"help","thank",-0.12761355443403
"thank","hope",-0.12761355443403
"thank","help",-0.12761355443403
"man","power",-0.130559187945938
"power","man",-0.130559187945938
"country","thank",-0.133956725810877
"thank","country",-0.133956725810877
"heart","great",-0.136326060488958
"great","heart",-0.136326060488958
"see","history",-0.136672976305932
"history","see",-0.136672976305932
"human","year",-0.137320371427998
"human","man",-0.137320371427998
"year","human",-0.137320371427998
"man","human",-0.137320371427998
"believe","day",-0.137349986767451
"day","believe",-0.137349986767451
"need","thank",-0.141383815776673
"thank","need",-0.141383815776673
"human","believe",-0.143508259673862
"believe","human",-0.143508259673862
"right","year",-0.144231249733434
"year","right",-0.144231249733434
"see","free",-0.146162495078087
"free","see",-0.146162495078087
"good","power",-0.147069425802129
"power","good",-0.147069425802129
"hope","free",-0.149506958899477
"free","hope",-0.149506958899477
"citizen","thank",-0.151904820229275
"thank","citizen",-0.151904820229275
"bring","nation",-0.153713640261205
"nation","bring",-0.153713640261205
"many","end",-0.154509803921569
"end","many",-0.154509803921569
"history","own",-0.157693474068471
"own","history",-0.157693474068471
"be","end",-0.162032901221297
"end","be",-0.162032901221297
"bring","many",-0.16421263446742
"many","bring",-0.16421263446742
"right","day",-0.166067298341207
"day","right",-0.166067298341207
"own","country",-0.170867968119235
"country","own",-0.170867968119235
"man","much",-0.183389860123236
"much","man",-0.183389860123236
"bring","thank",-0.18392876964008
"thank","bring",-0.18392876964008
"need","human",-0.186989398001691
"human","need",-0.186989398001691
"man","thank",-0.190918209508884
"thank","man",-0.190918209508884
"american","thank",-0.193268173614526
"thank","american",-0.193268173614526
"power","thank",-0.193943763518385
"dream","thank",-0.193943763518385
"thank","power",-0.193943763518385
"hope","power",-0.193943763518385
"build","power",-0.193943763518385
"power","hope",-0.193943763518385
"thank","dream",-0.193943763518385
"power","build",-0.193943763518385
"be","thank",-0.199399639920555
"thank","be",-0.199399639920555
"other","thank",-0.203446039026278
"thank","other",-0.203446039026278
"heart","power",-0.216138476991926
"power","heart",-0.216138476991926
"human","bring",-0.217681068044622
"bring","human",-0.217681068044622
"good","end",-0.230089496654211
"end","good",-0.230089496654211
"history","thank",-0.230546514119016
"thank","history",-0.230546514119016
"have","thank",-0.279351038183859
"thank","have",-0.279351038183859
